Day,Weather,Exam_Day,Price,Food_Type,Demand
Wednesday,Cloudy,No,24,Beverage,Low
Sunday,Rainy,No,57,Beverage,Low
Thursday,Cloudy,Yes,21,Snack,High
Thursday,Cloudy,No,26,Snack,High
Thursday,Cloudy,No,51,Meal,Low
Tuesday,Rainy,No,45,Snack,Low
Wednesday,Cloudy,Yes,53,Beverage,Low
Friday,Rainy,Yes,53,Beverage,Low
Saturday,Rainy,Yes,48,Snack,Low
Tuesday,Rainy,No,31,Beverage,Low
Monday,Sunny,No,28,Snack,High
Wednesday,Rainy,Yes,46,Meal,Low
Sunday,Sunny,Yes,25,Beverage,High
Monday,Sunny,Yes,60,Snack,Low
Tuesday,Cloudy,Yes,32,Beverage,High
Tuesday,Sunny,Yes,25,Snack,High
Monday,Rainy,No,29,Meal,High
Saturday,Sunny,No,30,Meal,Low
Wednesday,Cloudy,No,27,Beverage,Low
Tuesday,Cloudy,Yes,23,Beverage,High
Sunday,Cloudy,Yes,45,Meal,Low
Wednesday,Cloudy,No,38,Beverage,High
Thursday,Rainy,No,37,Meal,High
Wednesday,Sunny,Yes,29,Snack,High
Saturday,Rainy,No,33,Beverage,High
Friday,Sunny,Yes,24,Snack,High
Thursday,Sunny,No,27,Beverage,High
Wednesday,Sunny,Yes,44,Beverage,Low
Wednesday,Sunny,No,26,Snack,High
Sunday,Sunny,No,22,Beverage,High
Wednesday,Rainy,No,56,Beverage,Low
Sunday,Rainy,No,53,Meal,Low
Sunday,Rainy,Yes,33,Meal,High
Monday,Rainy,No,24,Snack,Low
Monday,Sunny,Yes,22,Snack,High
Friday,Sunny,Yes,53,Meal,Low
Thursday,Cloudy,Yes,25,Beverage,High
Wednesday,Rainy,Yes,28,Snack,High
Monday,Rainy,Yes,30,Beverage,High
Sunday,Rainy,Yes,46,Snack,Low
Sunday,Sunny,No,54,Snack,Low
Friday,Sunny,No,29,Beverage,High
Wednesday,Cloudy,No,42,Beverage,Low
Monday,Sunny,Yes,53,Meal,Low
Tuesday,Sunny,No,33,Snack,High
Monday,Rainy,No,51,Snack,Low
Thursday,Cloudy,Yes,47,Snack,High
Thursday,Rainy,Yes,47,Beverage,Low
Wednesday,Rainy,No,52,Meal,Low
Monday,Cloudy,No,22,Snack,Low
Saturday,Rainy,Yes,23,Snack,High
Monday,Cloudy,No,31,Meal,Low
Thursday,Cloudy,No,38,Beverage,High
Monday,Sunny,Yes,38,Beverage,Low
Wednesday,Rainy,No,56,Meal,Low
Thursday,Rainy,No,44,Meal,High
Friday,Rainy,Yes,27,Beverage,High
Friday,Cloudy,Yes,60,Snack,Low
Tuesday,Cloudy,Yes,47,Beverage,Low
Tuesday,Sunny,Yes,27,Meal,High
Thursday,Sunny,Yes,40,Beverage,High
Friday,Sunny,No,39,Snack,High
Sunday,Cloudy,Yes,32,Snack,High
Sunday,Cloudy,Yes,48,Snack,High
Friday,Sunny,No,50,Beverage,High
Thursday,Rainy,No,30,Beverage,Low
Monday,Rainy,Yes,33,Snack,High
Wednesday,Rainy,Yes,27,Beverage,High
Tuesday,Cloudy,No,52,Snack,Low
Sunday,Rainy,Yes,21,Meal,High
Saturday,Rainy,No,47,Meal,Low
Monday,Cloudy,Yes,34,Meal,High
Saturday,Sunny,Yes,23,Beverage,High
Monday,Cloudy,No,55,Beverage,Low
Friday,Rainy,No,20,Beverage,High
Wednesday,Rainy,No,56,Meal,Low
Saturday,Rainy,Yes,22,Beverage,High
Friday,Sunny,No,28,Snack,High
Thursday,Rainy,Yes,34,Meal,High
Monday,Sunny,No,50,Beverage,High
Saturday,Rainy,Yes,43,Beverage,High
Wednesday,Cloudy,Yes,45,Beverage,High
Thursday,Sunny,Yes,46,Meal,High
Monday,Cloudy,No,30,Beverage,Low
Thursday,Cloudy,Yes,22,Beverage,High
Sunday,Cloudy,Yes,35,Meal,High
Wednesday,Rainy,No,47,Beverage,Low
Saturday,Cloudy,Yes,37,Snack,Low
Monday,Cloudy,No,55,Beverage,Low
Sunday,Cloudy,No,60,Meal,Low
Thursday,Cloudy,Yes,52,Beverage,Low
Sunday,Sunny,No,34,Snack,Low
Saturday,Sunny,No,32,Beverage,Low
Wednesday,Sunny,Yes,58,Beverage,Low
Tuesday,Cloudy,No,39,Beverage,High
Wednesday,Cloudy,Yes,34,Beverage,High
Tuesday,Cloudy,Yes,20,Snack,High
Thursday,Sunny,Yes,20,Meal,High
Wednesday,Sunny,Yes,60,Meal,Low
Friday,Rainy,Yes,51,Beverage,Low
Wednesday,Rainy,No,30,Snack,Low
Wednesday,Sunny,No,47,Beverage,High
Saturday,Sunny,Yes,42,Beverage,Low
Saturday,Cloudy,No,42,Beverage,Low
Tuesday,Rainy,No,40,Meal,High
Tuesday,Sunny,Yes,29,Beverage,High
Sunday,Cloudy,No,31,Meal,Low
Monday,Sunny,Yes,55,Meal,Low
Friday,Sunny,No,37,Snack,High
Monday,Rainy,No,44,Beverage,High
Wednesday,Sunny,No,58,Snack,Low
Friday,Cloudy,No,41,Snack,Low
Tuesday,Cloudy,No,58,Beverage,Low
Monday,Rainy,No,21,Beverage,High
Friday,Sunny,Yes,42,Snack,High
Tuesday,Cloudy,Yes,28,Meal,High
Saturday,Sunny,Yes,37,Snack,Low
Tuesday,Cloudy,Yes,21,Snack,High
Saturday,Sunny,No,44,Beverage,High
Wednesday,Sunny,No,45,Snack,Low
Monday,Rainy,No,57,Beverage,Low
Tuesday,Cloudy,No,40,Meal,Low
Monday,Rainy,No,51,Meal,Low
Sunday,Rainy,Yes,22,Beverage,High
Friday,Cloudy,Yes,27,Snack,High
Sunday,Sunny,No,58,Meal,Low
Sunday,Sunny,Yes,24,Meal,High
Sunday,Cloudy,No,58,Meal,Low
Monday,Cloudy,Yes,30,Meal,High
Monday,Cloudy,No,44,Beverage,High
Sunday,Sunny,Yes,53,Beverage,Low
Tuesday,Rainy,No,57,Snack,Low
Friday,Sunny,No,22,Beverage,High
Wednesday,Rainy,Yes,20,Meal,High
Thursday,Rainy,Yes,34,Beverage,High
Thursday,Cloudy,Yes,27,Snack,High
Tuesday,Cloudy,Yes,50,Snack,Low
Wednesday,Sunny,No,29,Snack,High
Thursday,Cloudy,No,23,Beverage,Low
Sunday,Rainy,Yes,29,Beverage,High
Tuesday,Rainy,Yes,47,Meal,Low
Tuesday,Sunny,No,35,Meal,High
Monday,Sunny,No,24,Snack,Low
Tuesday,Sunny,No,34,Snack,High
Friday,Sunny,Yes,53,Meal,Low
Saturday,Rainy,Yes,40,Beverage,High
Monday,Rainy,Yes,29,Meal,High
Saturday,Rainy,No,58,Beverage,Low
Thursday,Cloudy,No,35,Beverage,Low
Monday,Sunny,Yes,30,Beverage,High
Saturday,Rainy,No,58,Meal,Low
Friday,Rainy,No,56,Snack,Low
Monday,Rainy,No,47,Beverage,Low
Saturday,Sunny,No,52,Snack,Low
Saturday,Rainy,Yes,39,Beverage,Low
Thursday,Sunny,Yes,31,Snack,High
Wednesday,Rainy,No,53,Beverage,Low
Wednesday,Sunny,Yes,26,Beverage,High
Tuesday,Cloudy,No,54,Beverage,Low
Sunday,Rainy,Yes,60,Beverage,Low
Monday,Sunny,No,25,Snack,High
Saturday,Cloudy,No,54,Beverage,Low
Sunday,Cloudy,No,40,Meal,Low
Sunday,Sunny,No,49,Snack,Low
Friday,Rainy,No,54,Beverage,Low
Saturday,Cloudy,No,46,Meal,Low
Friday,Sunny,Yes,26,Beverage,High
Friday,Cloudy,No,31,Snack,Low
Thursday,Sunny,No,57,Meal,Low
Sunday,Rainy,Yes,39,Meal,Low
Thursday,Sunny,No,45,Beverage,High
Saturday,Cloudy,Yes,23,Beverage,High
Wednesday,Rainy,No,29,Snack,Low
Friday,Rainy,Yes,25,Meal,High
Friday,Cloudy,No,53,Meal,Low
Monday,Rainy,Yes,37,Meal,Low
Tuesday,Sunny,No,36,Meal,High
Thursday,Rainy,Yes,28,Meal,High
Friday,Rainy,No,31,Meal,High
Wednesday,Cloudy,Yes,56,Beverage,Low
Wednesday,Cloudy,No,41,Meal,Low
Saturday,Cloudy,Yes,25,Meal,High
Monday,Cloudy,Yes,32,Snack,High
Wednesday,Cloudy,No,26,Meal,Low
Monday,Cloudy,Yes,44,Snack,High
Wednesday,Sunny,Yes,49,Meal,High
Tuesday,Sunny,Yes,45,Meal,High
Wednesday,Cloudy,Yes,44,Beverage,Low
Wednesday,Cloudy,Yes,33,Beverage,High
Friday,Sunny,Yes,48,Beverage,Low
Monday,Cloudy,No,57,Beverage,Low
Saturday,Cloudy,No,45,Meal,High
Friday,Cloudy,No,35,Meal,Low
Friday,Rainy,Yes,59,Snack,Low
Thursday,Rainy,Yes,34,Snack,High
Monday,Rainy,No,47,Meal,Low
Saturday,Cloudy,No,35,Beverage,Low
Friday,Cloudy,No,38,Snack,High
Tuesday,Sunny,No,50,Beverage,High
Sunday,Cloudy,No,37,Snack,High
Sunday,Sunny,No,55,Snack,Low
Wednesday,Rainy,Yes,28,Meal,High
Sunday,Cloudy,Yes,45,Snack,Low
Thursday,Cloudy,No,60,Beverage,Low
Monday,Cloudy,Yes,48,Snack,Low
Tuesday,Cloudy,Yes,55,Beverage,Low
Tuesday,Rainy,No,38,Meal,High
Tuesday,Sunny,Yes,56,Beverage,Low
Wednesday,Cloudy,No,26,Beverage,Low
Friday,Cloudy,No,46,Meal,High
Saturday,Rainy,No,22,Snack,Low
Friday,Sunny,Yes,54,Beverage,Low
Monday,Rainy,Yes,57,Snack,Low
Saturday,Sunny,Yes,28,Beverage,High
Tuesday,Rainy,No,27,Snack,Low
Thursday,Sunny,No,57,Snack,Low
Sunday,Rainy,No,50,Beverage,Low
Thursday,Sunny,No,60,Meal,Low
Tuesday,Sunny,Yes,24,Beverage,High
Friday,Sunny,Yes,37,Beverage,Low
Saturday,Sunny,Yes,53,Beverage,Low
Monday,Cloudy,Yes,23,Snack,High
Saturday,Cloudy,No,39,Meal,Low
Monday,Rainy,Yes,24,Snack,High
Saturday,Cloudy,No,41,Beverage,Low
Tuesday,Cloudy,No,41,Snack,High
Friday,Sunny,Yes,25,Snack,High
Thursday,Sunny,Yes,45,Snack,High
Monday,Rainy,Yes,45,Meal,High
Friday,Cloudy,Yes,25,Meal,High
Friday,Sunny,No,44,Meal,Low
Sunday,Cloudy,Yes,44,Beverage,High
Tuesday,Sunny,No,33,Beverage,Low
Monday,Cloudy,Yes,36,Snack,High
Friday,Cloudy,Yes,42,Snack,High
Tuesday,Cloudy,Yes,57,Snack,Low
Wednesday,Cloudy,No,48,Beverage,High
Saturday,Cloudy,No,58,Snack,Low
Monday,Sunny,No,48,Beverage,Low
Monday,Rainy,Yes,49,Meal,High
Tuesday,Rainy,Yes,25,Meal,High
Thursday,Rainy,No,20,Snack,Low
Saturday,Rainy,Yes,55,Beverage,Low
Thursday,Rainy,Yes,44,Beverage,Low
Tuesday,Rainy,No,29,Snack,Low
Sunday,Sunny,Yes,59,Meal,Low
Sunday,Sunny,Yes,58,Beverage,Low
Tuesday,Sunny,Yes,38,Beverage,Low
Wednesday,Sunny,No,43,Beverage,Low
Sunday,Sunny,No,28,Meal,High
Wednesday,Sunny,Yes,22,Snack,High
Wednesday,Cloudy,No,52,Beverage,Low
Thursday,Sunny,Yes,40,Snack,Low
Wednesday,Sunny,No,20,Snack,High
Wednesday,Cloudy,No,25,Meal,High
Tuesday,Sunny,Yes,26,Snack,High
Sunday,Rainy,No,43,Beverage,Low
Monday,Sunny,No,30,Beverage,High
Friday,Cloudy,No,28,Meal,Low
Thursday,Cloudy,Yes,27,Meal,High
Sunday,Rainy,Yes,34,Beverage,High
Friday,Sunny,Yes,49,Beverage,Low
Saturday,Cloudy,Yes,56,Beverage,Low
Monday,Cloudy,Yes,34,Snack,High
Saturday,Sunny,No,41,Snack,Low
Sunday,Sunny,No,41,Snack,High
Saturday,Cloudy,No,57,Meal,Low
Saturday,Cloudy,Yes,48,Snack,Low
Thursday,Sunny,Yes,41,Snack,Low
Tuesday,Sunny,No,39,Meal,High
Tuesday,Rainy,No,58,Meal,Low
Tuesday,Sunny,No,55,Beverage,Low
Wednesday,Cloudy,No,26,Meal,Low
Friday,Rainy,Yes,28,Meal,High
Tuesday,Rainy,Yes,31,Snack,High
Thursday,Rainy,Yes,22,Snack,High
Saturday,Sunny,Yes,42,Meal,Low
Tuesday,Sunny,Yes,30,Beverage,High
Monday,Rainy,No,44,Beverage,Low
Sunday,Sunny,Yes,38,Beverage,Low
Saturday,Sunny,Yes,46,Beverage,Low
Wednesday,Cloudy,Yes,57,Snack,Low
Monday,Sunny,Yes,60,Snack,Low
Thursday,Rainy,Yes,58,Snack,Low
Thursday,Cloudy,Yes,36,Meal,High
Sunday,Cloudy,Yes,59,Beverage,Low
Sunday,Rainy,No,59,Meal,Low
Saturday,Cloudy,Yes,21,Beverage,High
Thursday,Rainy,Yes,53,Meal,Low
Monday,Rainy,Yes,44,Snack,Low
Wednesday,Rainy,Yes,37,Meal,Low
Saturday,Rainy,Yes,22,Beverage,High
Monday,Rainy,Yes,35,Snack,High
Friday,Rainy,Yes,25,Snack,High
Sunday,Cloudy,Yes,58,Meal,Low
Friday,Cloudy,No,21,Beverage,High
Thursday,Cloudy,Yes,33,Snack,High
Friday,Rainy,No,25,Snack,Low
Saturday,Rainy,Yes,29,Beverage,High
Saturday,Sunny,No,40,Snack,Low
Tuesday,Cloudy,Yes,56,Meal,Low
Wednesday,Rainy,Yes,24,Snack,High
Monday,Cloudy,Yes,46,Meal,High
Wednesday,Cloudy,Yes,56,Beverage,Low
Saturday,Cloudy,Yes,44,Snack,Low
Saturday,Rainy,Yes,21,Snack,High
Thursday,Cloudy,No,50,Meal,Low
Wednesday,Cloudy,No,24,Beverage,Low
Saturday,Rainy,Yes,48,Beverage,Low
Saturday,Sunny,No,40,Meal,High
Friday,Cloudy,No,54,Meal,Low
Thursday,Sunny,No,58,Snack,Low
Friday,Sunny,No,39,Meal,High
Sunday,Cloudy,No,57,Beverage,Low
Thursday,Sunny,No,50,Meal,High
Monday,Sunny,No,32,Beverage,High
Sunday,Sunny,No,52,Meal,Low
Thursday,Rainy,Yes,50,Beverage,Low
Saturday,Sunny,No,55,Snack,Low
Thursday,Rainy,No,36,Snack,Low
Saturday,Rainy,No,52,Snack,Low
Saturday,Cloudy,Yes,32,Beverage,High
Tuesday,Rainy,No,47,Beverage,Low
Wednesday,Cloudy,Yes,29,Meal,High
Wednesday,Cloudy,No,30,Snack,Low
Sunday,Cloudy,Yes,54,Beverage,Low
Monday,Rainy,No,58,Snack,Low
Thursday,Rainy,Yes,25,Snack,High
Tuesday,Sunny,Yes,51,Beverage,Low
Tuesday,Rainy,Yes,40,Beverage,Low
Tuesday,Rainy,No,25,Meal,Low
Saturday,Cloudy,Yes,57,Beverage,Low
Tuesday,Sunny,No,36,Snack,High
Wednesday,Sunny,Yes,51,Beverage,Low
Wednesday,Rainy,No,51,Meal,Low
Tuesday,Cloudy,Yes,34,Meal,High
Thursday,Sunny,Yes,54,Beverage,Low
Wednesday,Sunny,No,25,Snack,Low
Friday,Rainy,No,25,Snack,Low
Tuesday,Sunny,Yes,42,Beverage,High
Tuesday,Sunny,No,24,Beverage,High
Thursday,Sunny,Yes,35,Meal,High
Monday,Cloudy,No,48,Beverage,Low
Wednesday,Cloudy,No,51,Beverage,Low
Sunday,Sunny,Yes,29,Beverage,High
Monday,Sunny,No,47,Meal,High
Tuesday,Rainy,No,60,Beverage,Low
Thursday,Rainy,No,49,Meal,High
Saturday,Rainy,No,27,Snack,Low
Tuesday,Cloudy,Yes,37,Beverage,Low
Friday,Rainy,Yes,38,Snack,Low
Monday,Sunny,No,25,Snack,Low
Wednesday,Rainy,No,28,Beverage,High
Friday,Rainy,No,59,Meal,Low
Tuesday,Rainy,Yes,41,Beverage,Low
Saturday,Sunny,Yes,37,Meal,Low
Sunday,Sunny,Yes,55,Beverage,Low
Saturday,Rainy,No,21,Meal,Low
Sunday,Rainy,Yes,59,Meal,Low
Wednesday,Rainy,Yes,49,Beverage,Low
Sunday,Sunny,Yes,49,Meal,Low
Friday,Sunny,No,31,Beverage,Low
Friday,Cloudy,Yes,36,Beverage,High
Saturday,Rainy,No,46,Meal,Low
Wednesday,Cloudy,Yes,58,Meal,Low
Tuesday,Sunny,Yes,46,Snack,Low
Saturday,Sunny,No,59,Beverage,Low
Wednesday,Rainy,Yes,52,Beverage,Low
Tuesday,Rainy,No,48,Snack,Low
Saturday,Rainy,Yes,50,Meal,Low
Saturday,Rainy,Yes,46,Beverage,High
Sunday,Cloudy,Yes,47,Meal,High
Saturday,Sunny,Yes,43,Meal,Low
Wednesday,Cloudy,No,56,Meal,Low
Wednesday,Cloudy,No,30,Meal,High
Wednesday,Sunny,Yes,29,Snack,High
Wednesday,Cloudy,No,41,Meal,Low
Saturday,Cloudy,No,50,Meal,Low
Saturday,Sunny,No,22,Meal,Low
Saturday,Cloudy,No,40,Meal,Low
Monday,Cloudy,No,30,Beverage,High
Saturday,Sunny,No,21,Snack,Low
Wednesday,Cloudy,No,20,Meal,Low
Wednesday,Cloudy,Yes,57,Snack,Low
Wednesday,Sunny,No,21,Beverage,High
Friday,Sunny,No,39,Snack,High
Monday,Sunny,Yes,52,Beverage,Low
Sunday,Sunny,Yes,58,Meal,Low
Monday,Rainy,Yes,58,Meal,Low
Monday,Sunny,Yes,38,Beverage,Low
Wednesday,Cloudy,No,45,Snack,Low
Wednesday,Cloudy,No,28,Meal,Low
Sunday,Cloudy,Yes,55,Beverage,Low
Saturday,Sunny,No,31,Snack,High
Friday,Cloudy,Yes,53,Meal,Low
Tuesday,Sunny,Yes,48,Beverage,Low
Sunday,Sunny,No,58,Snack,Low
Friday,Sunny,No,29,Meal,High
Thursday,Sunny,No,20,Snack,Low
Tuesday,Cloudy,Yes,22,Beverage,High
Sunday,Rainy,Yes,57,Meal,Low
Friday,Rainy,Yes,37,Meal,Low
Thursday,Sunny,No,41,Meal,Low
Tuesday,Rainy,Yes,41,Meal,Low
Wednesday,Sunny,No,45,Meal,High
Tuesday,Cloudy,Yes,38,Meal,Low
Tuesday,Cloudy,No,29,Beverage,Low
Tuesday,Rainy,No,31,Meal,Low
Tuesday,Sunny,Yes,39,Meal,Low
Saturday,Sunny,No,42,Snack,Low
Tuesday,Sunny,Yes,28,Beverage,High
Saturday,Cloudy,Yes,28,Meal,High
Monday,Rainy,Yes,58,Beverage,Low
Tuesday,Sunny,Yes,38,Meal,High
Monday,Rainy,No,31,Snack,Low
Friday,Cloudy,No,40,Meal,Low
Thursday,Sunny,No,27,Beverage,Low
Friday,Cloudy,No,25,Snack,High
Wednesday,Sunny,Yes,54,Beverage,Low
Wednesday,Rainy,Yes,27,Beverage,High
Tuesday,Sunny,No,51,Beverage,Low
Monday,Rainy,No,50,Beverage,Low
Thursday,Cloudy,No,57,Beverage,Low
Thursday,Cloudy,Yes,54,Beverage,Low
Wednesday,Rainy,No,28,Beverage,High
Friday,Rainy,No,56,Snack,Low
Friday,Cloudy,Yes,47,Snack,High
Saturday,Sunny,No,32,Snack,High
Monday,Rainy,Yes,34,Meal,High
Tuesday,Sunny,Yes,22,Beverage,High
Saturday,Sunny,Yes,43,Snack,Low
Friday,Sunny,Yes,31,Meal,High
Monday,Sunny,Yes,33,Meal,High
Friday,Cloudy,Yes,59,Snack,Low
Saturday,Cloudy,No,20,Meal,High
Sunday,Cloudy,No,50,Snack,High
Thursday,Sunny,Yes,27,Snack,High
Saturday,Cloudy,Yes,40,Snack,High
Tuesday,Rainy,No,43,Meal,High
Monday,Sunny,Yes,36,Meal,Low
Sunday,Cloudy,No,31,Beverage,High
Thursday,Sunny,No,60,Beverage,Low
Wednesday,Rainy,Yes,38,Beverage,High
Wednesday,Cloudy,No,23,Beverage,Low
Monday,Cloudy,Yes,31,Snack,High
Monday,Rainy,Yes,51,Snack,Low
Monday,Cloudy,Yes,23,Meal,High
Saturday,Sunny,Yes,45,Snack,High
Thursday,Cloudy,Yes,57,Snack,Low
Friday,Sunny,No,34,Meal,Low
Tuesday,Cloudy,No,48,Beverage,High
Sunday,Cloudy,No,49,Meal,High
Monday,Cloudy,No,29,Meal,Low
Monday,Rainy,No,24,Snack,Low
Saturday,Sunny,Yes,32,Meal,High
Monday,Rainy,Yes,28,Beverage,High
Tuesday,Rainy,Yes,37,Snack,Low
Saturday,Rainy,No,28,Snack,Low
Wednesday,Sunny,No,57,Snack,Low
Thursday,Cloudy,No,27,Snack,Low
Sunday,Cloudy,No,29,Beverage,High
Tuesday,Rainy,Yes,35,Meal,High
Monday,Rainy,No,34,Snack,Low
Thursday,Rainy,Yes,51,Meal,Low
Wednesday,Sunny,Yes,47,Meal,High
Wednesday,Rainy,No,52,Meal,Low
Friday,Cloudy,No,51,Meal,Low
Saturday,Sunny,Yes,35,Snack,High
Thursday,Rainy,No,54,Beverage,Low
Friday,Rainy,Yes,30,Snack,High
Friday,Sunny,Yes,31,Meal,High
Friday,Cloudy,Yes,57,Snack,Low
Thursday,Sunny,Yes,56,Beverage,Low
Thursday,Sunny,No,27,Beverage,Low
Sunday,Cloudy,No,56,Snack,Low
Sunday,Cloudy,No,22,Snack,High
Tuesday,Sunny,No,53,Meal,Low
Friday,Sunny,No,20,Snack,Low
Saturday,Cloudy,Yes,34,Meal,High
Friday,Cloudy,Yes,20,Snack,High
Friday,Rainy,Yes,35,Meal,High
Saturday,Rainy,Yes,58,Beverage,Low
Monday,Rainy,Yes,42,Snack,Low
Monday,Sunny,Yes,22,Meal,High
Saturday,Sunny,Yes,45,Beverage,High
Wednesday,Cloudy,Yes,25,Meal,High
Saturday,Rainy,No,32,Meal,High
Friday,Cloudy,No,50,Snack,High
Thursday,Rainy,No,52,Meal,Low
Saturday,Cloudy,No,37,Beverage,High
Wednesday,Rainy,No,41,Snack,Low
Monday,Cloudy,Yes,44,Meal,High
Saturday,Sunny,No,48,Beverage,High
Monday,Sunny,Yes,23,Meal,High
Monday,Sunny,Yes,58,Snack,Low
Saturday,Cloudy,No,29,Snack,Low
Sunday,Sunny,No,39,Snack,High
Tuesday,Sunny,Yes,51,Beverage,Low
Thursday,Rainy,Yes,59,Snack,Low
Friday,Cloudy,No,52,Meal,Low
Tuesday,Sunny,No,59,Beverage,Low
Friday,Cloudy,No,41,Meal,High
Friday,Cloudy,Yes,26,Meal,High
Monday,Cloudy,Yes,34,Snack,High
Monday,Rainy,Yes,39,Beverage,Low
Friday,Cloudy,No,46,Beverage,Low
Monday,Cloudy,Yes,20,Meal,High
Tuesday,Sunny,Yes,55,Snack,Low
Wednesday,Sunny,No,23,Meal,High
Tuesday,Sunny,Yes,23,Snack,High
Tuesday,Cloudy,No,51,Beverage,Low
Saturday,Rainy,Yes,37,Beverage,High
Tuesday,Sunny,No,40,Meal,Low
Saturday,Sunny,Yes,43,Snack,High
Wednesday,Sunny,Yes,42,Meal,Low
Monday,Sunny,No,58,Snack,Low
Saturday,Rainy,Yes,33,Snack,High
Thursday,Cloudy,No,59,Snack,Low
Tuesday,Rainy,Yes,48,Snack,Low
Sunday,Rainy,No,47,Beverage,Low
Tuesday,Sunny,No,30,Beverage,Low
Friday,Sunny,Yes,20,Meal,High
Sunday,Sunny,No,39,Snack,High
Monday,Cloudy,Yes,25,Snack,High
Sunday,Sunny,No,60,Beverage,Low
Tuesday,Rainy,No,26,Snack,Low
Saturday,Sunny,Yes,28,Beverage,High
Friday,Sunny,No,30,Beverage,High
Thursday,Rainy,No,31,Meal,High
Sunday,Cloudy,Yes,25,Snack,High
Tuesday,Rainy,Yes,49,Snack,Low
Thursday,Sunny,No,38,Snack,Low
Tuesday,Cloudy,Yes,22,Snack,High
Saturday,Rainy,No,41,Snack,Low
Monday,Rainy,No,26,Beverage,High
Tuesday,Cloudy,No,21,Snack,Low
Wednesday,Cloudy,Yes,42,Meal,Low
Saturday,Cloudy,No,36,Snack,High
Sunday,Rainy,Yes,42,Snack,Low
Friday,Sunny,No,44,Snack,Low
Wednesday,Cloudy,No,30,Beverage,High
Tuesday,Sunny,Yes,22,Meal,High
Monday,Rainy,No,43,Beverage,Low
Wednesday,Sunny,Yes,57,Beverage,Low
Tuesday,Cloudy,Yes,26,Snack,High
Tuesday,Cloudy,No,45,Meal,High
Monday,Rainy,Yes,31,Beverage,High
Sunday,Sunny,No,57,Meal,Low
Saturday,Cloudy,Yes,43,Beverage,High
Monday,Rainy,Yes,30,Beverage,High
Wednesday,Cloudy,No,50,Meal,Low
Sunday,Sunny,No,57,Snack,Low
Wednesday,Rainy,No,20,Meal,Low
Tuesday,Sunny,Yes,20,Beverage,High
Sunday,Rainy,Yes,49,Snack,Low
Monday,Cloudy,No,22,Meal,High
Thursday,Rainy,Yes,37,Meal,Low
Tuesday,Rainy,Yes,39,Meal,Low
Thursday,Cloudy,Yes,27,Beverage,High
Wednesday,Rainy,No,22,Beverage,High
Saturday,Rainy,No,59,Snack,Low
Sunday,Rainy,No,23,Beverage,Low
Saturday,Cloudy,Yes,22,Snack,High
Thursday,Cloudy,No,48,Snack,Low
Friday,Rainy,No,41,Beverage,Low
Wednesday,Rainy,No,52,Snack,Low
Friday,Sunny,No,56,Meal,Low
Monday,Sunny,Yes,37,Meal,Low
Thursday,Cloudy,Yes,21,Meal,High
Saturday,Cloudy,No,47,Snack,Low
Saturday,Cloudy,No,21,Snack,High
Tuesday,Rainy,No,42,Snack,Low
Friday,Sunny,Yes,43,Snack,Low
Wednesday,Cloudy,No,30,Snack,Low
Saturday,Sunny,No,58,Snack,Low
Thursday,Sunny,No,39,Beverage,High
Tuesday,Sunny,No,58,Meal,Low
Friday,Cloudy,Yes,32,Snack,High
Sunday,Cloudy,Yes,23,Snack,High
Wednesday,Rainy,No,55,Snack,Low
Wednesday,Rainy,No,26,Beverage,High
Tuesday,Rainy,No,29,Snack,Low
Friday,Sunny,Yes,20,Snack,High
Monday,Cloudy,No,26,Beverage,Low
Wednesday,Sunny,No,33,Beverage,High
Monday,Sunny,Yes,30,Beverage,High
Thursday,Sunny,No,22,Meal,High
Wednesday,Rainy,Yes,51,Beverage,Low
Saturday,Cloudy,Yes,24,Meal,High
Friday,Cloudy,No,45,Snack,High
Wednesday,Rainy,No,28,Meal,Low
Sunday,Sunny,No,28,Snack,High
Wednesday,Cloudy,No,33,Snack,Low
Sunday,Sunny,No,54,Meal,Low
Sunday,Sunny,Yes,52,Beverage,Low
Wednesday,Rainy,Yes,54,Beverage,Low
Wednesday,Sunny,Yes,21,Beverage,High
Friday,Cloudy,Yes,32,Meal,High
Thursday,Rainy,Yes,47,Snack,Low
Saturday,Rainy,Yes,60,Beverage,Low
Tuesday,Sunny,No,31,Beverage,High
Saturday,Rainy,Yes,27,Beverage,High
Monday,Cloudy,No,38,Meal,Low
Monday,Rainy,No,31,Beverage,High
Friday,Rainy,Yes,32,Beverage,High
Thursday,Cloudy,No,55,Meal,Low
Friday,Sunny,No,43,Meal,Low
Monday,Sunny,No,27,Snack,Low
Sunday,Sunny,No,43,Snack,High
Friday,Cloudy,No,23,Snack,High
Thursday,Rainy,No,46,Snack,Low
Monday,Rainy,Yes,22,Beverage,High
Saturday,Rainy,No,25,Snack,Low
Thursday,Rainy,No,20,Snack,Low
Thursday,Sunny,No,45,Meal,Low
Friday,Sunny,Yes,21,Snack,High
Monday,Rainy,No,33,Beverage,High
Monday,Rainy,No,26,Snack,Low
Tuesday,Cloudy,Yes,31,Snack,High
Wednesday,Sunny,No,60,Snack,Low
Monday,Cloudy,No,23,Beverage,Low
Monday,Rainy,No,49,Snack,Low
Friday,Sunny,Yes,26,Snack,High
Friday,Sunny,No,34,Snack,High
Thursday,Rainy,Yes,36,Meal,Low
Monday,Cloudy,Yes,33,Snack,High
Sunday,Cloudy,No,37,Beverage,Low
Saturday,Cloudy,Yes,46,Snack,High
